30.50,23.90,30.50,23.90,30.50,23.90,30.50,23.90,10/23/2018 07:48
30.50,23.90,30.50,23.90,30.50,23.90,30.50,23.90,10/23/2018 07:48
30.60,23.90,30.53,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:48
30.60,23.90,30.55,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:49
30.60,23.90,30.56,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:49
30.60,23.90,30.57,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:49
30.60,23.90,30.57,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:49
30.50,23.90,30.56,23.90,30.60,23.90,30.50,23.90,10/23/2018 07:49
30.40,23.90,30.54,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.50,23.90,30.54,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.60,23.90,30.55,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.60,23.90,30.55,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.50,23.90,30.55,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.60,23.90,30.55,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.50,23.90,30.55,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.50,23.90,30.54,23.90,30.60,23.90,30.40,23.90,10/23/2018 07:49
30.70,24.20,30.55,23.92,30.70,24.20,30.40,23.90,10/23/2018 07:50
30.50,23.90,30.55,23.92,30.70,24.20,30.40,23.90,10/23/2018 07:50
30.50,23.90,30.55,23.92,30.70,24.20,30.40,23.90,10/23/2018 07:50
0,0,0,0,0,0,0,0,11/10/2018 00:10
40.10,23.00,40.10,23.00,40.10,23.00,40.10,23.00,11/10/2018 15:00
41.20,22.80,40.65,22.90,41.20,23.00,40.10,22.80,11/10/2018 15:00
45.70,23.00,42.33,22.93,45.70,23.00,40.10,22.80,11/10/2018 15:00
41.60,23.10,42.15,22.97,45.70,23.10,40.10,22.80,11/10/2018 15:00
41.20,23.00,41.96,22.98,45.70,23.10,40.10,22.80,11/10/2018 15:00
45.70,23.20,42.58,23.02,45.70,23.20,40.10,22.80,11/10/2018 15:00
43.60,23.10,42.73,23.03,45.70,23.20,40.10,22.80,11/10/2018 15:00
45.10,23.70,43.02,23.11,45.70,23.70,40.10,22.80,11/10/2018 15:00
38.30,23.10,42.50,23.11,45.70,23.70,38.30,22.80,11/10/2018 15:00
44.40,23.40,42.69,23.14,45.70,23.70,38.30,22.80,11/10/2018 15:01
43.80,22.80,42.79,23.11,45.70,23.70,38.30,22.80,11/10/2018 15:01
41.30,23.10,42.67,23.11,45.70,23.70,38.30,22.80,11/10/2018 15:01
37.70,22.80,42.28,23.08,45.70,23.70,37.70,22.80,11/10/2018 15:01
44.20,23.30,42.42,23.10,45.70,23.70,37.70,22.80,11/10/2018 15:01
37.40,23.00,42.09,23.09,45.70,23.70,37.40,22.80,11/10/2018 15:01
38.60,23.10,41.87,23.09,45.70,23.70,37.40,22.80,11/10/2018 15:01
44.70,23.20,42.04,23.10,45.70,23.70,37.40,22.80,11/10/2018 15:01
43.50,23.10,42.12,23.10,45.70,23.70,37.40,22.80,11/10/2018 15:01
43.60,22.70,42.19,23.08,45.70,23.70,37.40,22.70,11/10/2018 15:01
46.80,23.10,42.42,23.08,46.80,23.70,37.40,22.70,11/10/2018 15:01
46.90,23.00,42.64,23.08,46.90,23.70,37.40,22.70,11/10/2018 15:02
37.50,23.00,42.40,23.07,46.90,23.70,37.40,22.70,11/10/2018 15:02
45.20,23.20,42.53,23.08,46.90,23.70,37.40,22.70,11/10/2018 15:02
38.50,23.10,38.50,23.10,38.50,23.10,38.50,23.10,11/10/2018 15:03:53
46.40,22.90,42.45,23.00,46.40,23.10,38.50,22.90,11/10/2018 15:03:58
42.80,23.10,42.57,23.03,46.40,23.10,38.50,22.90,11/10/2018 15:04:03
45.00,23.00,43.18,23.03,46.40,23.10,38.50,22.90,11/10/2018 15:04:08
47.80,22.90,44.10,23.00,47.80,23.10,38.50,22.90,11/10/2018 15:04:13
38.30,22.90,38.30,22.90,38.30,22.90,38.30,22.90,11/10/2018 15:05:45
40.50,23.10,39.40,23.00,40.50,23.10,38.30,22.90,11/10/2018 15:05:53
46.30,23.20,41.70,23.07,46.30,23.20,38.30,22.90,11/10/2018 15:05:55
40.50,23.00,41.40,23.05,46.30,23.20,38.30,22.90,11/10/2018 15:06:00
39.90,23.20,41.10,23.08,46.30,23.20,38.30,22.90,11/10/2018 15:06:05
43.70,23.10,41.53,23.08,46.30,23.20,38.30,22.90,11/10/2018 15:06:10
39.50,23.10,41.24,23.09,46.30,23.20,38.30,22.90,11/10/2018 15:06:18
39.70,22.60,41.05,23.03,46.30,23.20,38.30,22.60,11/10/2018 15:06:20
43.70,23.20,41.34,23.04,46.30,23.20,38.30,22.60,11/10/2018 15:06:25
43.20,23.10,41.53,23.05,46.30,23.20,38.30,22.60,11/10/2018 15:06:30
45.70,23.20,41.91,23.06,46.30,23.20,38.30,22.60,11/10/2018 15:06:35
