20.9,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,62.1,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,20.74084507243732,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,61.084330983229144,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,21.600000381469727,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,72.0999984741211,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,20.700000762939453,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,59.5,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>
21.1,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,67.6,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,20.741476276846868,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,61.0957820684504,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,21.600000381469727,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,72.0999984741211,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,20.700000762939453,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>,59.5,<bound method AppWindow.time_get of <__main__.AppWindow object at 0x714cbe40>>
21.8,10/12/2018 17:30:31,55.6,10/12/2018 17:30:31,10.91269850352454,10/12/2018 17:30:31,30.39841273474315,10/12/2018 17:30:31,22.299999237060547,10/12/2018 17:30:31,77.9000015258789,10/12/2018 17:30:31,20.5,10/12/2018 17:30:31,52.5,10/12/2018 17:30:31
21.8,10/12/2018 17:30:37,57.4,10/12/2018 17:30:37,11.08281257748604,10/12/2018 17:30:37,30.820312559604645,10/12/2018 17:30:37,22.299999237060547,10/12/2018 17:30:37,77.9000015258789,10/12/2018 17:30:37,20.5,10/12/2018 17:30:37,52.5,10/12/2018 17:30:37
21.5,10/12/2018 17:30:44,55.5,10/12/2018 17:30:44,11.24307699937087,10/12/2018 17:30:44,31.20000005868765,10/12/2018 17:30:44,22.299999237060547,10/12/2018 17:30:44,77.9000015258789,10/12/2018 17:30:44,20.5,10/12/2018 17:30:44,52.5,10/12/2018 17:30:44
21.7,10/12/2018 17:30:46,58.9,10/12/2018 17:30:46,11.401515238212818,10/12/2018 17:30:46,31.61969705061479,10/12/2018 17:30:46,22.299999237060547,10/12/2018 17:30:46,77.9000015258789,10/12/2018 17:30:46,20.5,10/12/2018 17:30:46,52.5,10/12/2018 17:30:46
21.8,10/12/2018 17:30:51,56.0,10/12/2018 17:30:51,11.556716491926963,10/12/2018 17:30:51,31.98358216926233,10/12/2018 17:30:51,22.299999237060547,10/12/2018 17:30:51,77.9000015258789,10/12/2018 17:30:51,20.5,10/12/2018 17:30:51,52.5,10/12/2018 17:30:51
21.5,10/12/2018 17:30:57,54.5,10/12/2018 17:30:57,11.702941249398625,10/12/2018 17:30:57,32.31470596089083,10/12/2018 17:30:57,22.299999237060547,10/12/2018 17:30:57,77.9000015258789,10/12/2018 17:30:57,20.5,10/12/2018 17:30:57,52.5,10/12/2018 17:30:57
21.5,10/12/2018 17:31:08,52.6,10/12/2018 17:31:08,11.844927608102994,10/12/2018 17:31:08,32.60869570745938,10/12/2018 17:31:08,22.299999237060547,10/12/2018 17:31:08,77.9000015258789,10/12/2018 17:31:08,20.5,10/12/2018 17:31:08,52.5,10/12/2018 17:31:08
21.3,10/12/2018 17:31:15,53.8,10/12/2018 17:31:15,11.980000059945244,10/12/2018 17:31:15,32.91142861502511,10/12/2018 17:31:15,22.299999237060547,10/12/2018 17:31:15,77.9000015258789,10/12/2018 17:31:15,20.5,10/12/2018 17:31:15,52.5,10/12/2018 17:31:15
21.6,10/12/2018 17:31:16,55.1,10/12/2018 17:31:16,12.115493022220237,10/12/2018 17:31:16,33.223943683463084,10/12/2018 17:31:16,22.299999237060547,10/12/2018 17:31:16,77.9000015258789,10/12/2018 17:31:16,20.5,10/12/2018 17:31:16,52.5,10/12/2018 17:31:16
21.8,10/12/2018 17:31:16,54.3,10/12/2018 17:31:16,12.250000052981909,10/12/2018 17:31:16,33.516666677263046,10/12/2018 17:31:16,22.299999237060547,10/12/2018 17:31:16,77.9000015258789,10/12/2018 17:31:16,20.5,10/12/2018 17:31:16,52.5,10/12/2018 17:31:16
21.6,10/12/2018 17:31:21,56.2,10/12/2018 17:31:21,12.378082249262564,10/12/2018 17:31:21,33.827397281176424,10/12/2018 17:31:21,22.299999237060547,10/12/2018 17:31:21,77.9000015258789,10/12/2018 17:31:21,20.5,10/12/2018 17:31:21,52.5,10/12/2018 17:31:21
21.5,10/12/2018 17:31:26,58.4,10/12/2018 17:31:26,12.501351408056312,10/12/2018 17:31:26,34.15945950069943,10/12/2018 17:31:26,22.299999237060547,10/12/2018 17:31:26,77.9000015258789,10/12/2018 17:31:26,20.5,10/12/2018 17:31:26,52.5,10/12/2018 17:31:26
21.9,10/12/2018 17:31:31,57.5,10/12/2018 17:31:31,12.626666717529298,10/12/2018 17:31:31,34.47066670735677,10/12/2018 17:31:31,22.299999237060547,10/12/2018 17:31:31,77.9000015258789,10/12/2018 17:31:31,20.5,10/12/2018 17:31:31,52.5,10/12/2018 17:31:31
21.6,10/12/2018 17:31:36,58.3,10/12/2018 17:31:36,12.744736897317988,10/12/2018 17:31:36,34.78421055643182,10/12/2018 17:31:36,22.299999237060547,10/12/2018 17:31:36,77.9000015258789,10/12/2018 17:31:36,20.5,10/12/2018 17:31:36,52.5,10/12/2018 17:31:36
21.5,10/12/2018 17:31:41,57.8,10/12/2018 17:31:41,12.858441612937234,10/12/2018 17:31:41,35.08311690293349,10/12/2018 17:31:41,22.299999237060547,10/12/2018 17:31:41,77.9000015258789,10/12/2018 17:31:41,20.5,10/12/2018 17:31:41,52.5,10/12/2018 17:31:41
21.5,10/12/2018 17:31:46,59.2,10/12/2018 17:31:46,12.969230823027782,10/12/2018 17:31:46,35.39230772165152,10/12/2018 17:31:46,22.299999237060547,10/12/2018 17:31:46,77.9000015258789,10/12/2018 17:31:46,20.5,10/12/2018 17:31:46,52.5,10/12/2018 17:31:46
21.4,10/12/2018 17:31:51,57.8,10/12/2018 17:31:51,13.075949415375915,10/12/2018 17:31:51,35.67594938640353,10/12/2018 17:31:51,22.299999237060547,10/12/2018 17:31:51,77.9000015258789,10/12/2018 17:31:51,20.5,10/12/2018 17:31:51,52.5,10/12/2018 17:31:51
20.9,10/12/2018 17:31:56,56.9,10/12/2018 17:31:56,13.173750042915344,10/12/2018 17:31:56,35.941250038146975,10/12/2018 17:31:56,22.299999237060547,10/12/2018 17:31:56,77.9000015258789,10/12/2018 17:31:56,20.5,10/12/2018 17:31:56,52.5,10/12/2018 17:31:56
21.0,10/12/2018 17:32:01,56.6,10/12/2018 17:32:01,13.270370412755895,10/12/2018 17:32:01,36.196296315134305,10/12/2018 17:32:01,22.299999237060547,10/12/2018 17:32:01,77.9000015258789,10/12/2018 17:32:01,20.5,10/12/2018 17:32:01,52.5,10/12/2018 17:32:01
21.1,10/12/2018 17:32:06,56.7,10/12/2018 17:32:06,13.365853705057283,10/12/2018 17:32:06,36.446341491327054,10/12/2018 17:32:06,22.299999237060547,10/12/2018 17:32:06,77.9000015258789,10/12/2018 17:32:06,20.5,10/12/2018 17:32:06,52.5,10/12/2018 17:32:06
21.6,10/12/2018 17:32:11,55.4,10/12/2018 17:32:11,13.465060291520084,10/12/2018 17:32:11,36.67469884114093,10/12/2018 17:32:11,22.299999237060547,10/12/2018 17:32:11,77.9000015258789,10/12/2018 17:32:11,20.5,10/12/2018 17:32:11,52.5,10/12/2018 17:32:11
21.7,10/12/2018 17:32:16,55.0,10/12/2018 17:32:16,13.56309529713222,10/12/2018 17:32:16,36.892857188270206,10/12/2018 17:32:16,22.299999237060547,10/12/2018 17:32:16,77.9000015258789,10/12/2018 17:32:16,20.5,10/12/2018 17:32:16,52.5,10/12/2018 17:32:16
21.6,10/12/2018 17:32:22,56.1,10/12/2018 17:32:22,13.657647121653838,10/12/2018 17:32:22,37.11882355633904,10/12/2018 17:32:22,22.299999237060547,10/12/2018 17:32:22,77.9000015258789,10/12/2018 17:32:22,20.5,10/12/2018 17:32:22,52.5,10/12/2018 17:32:22
21.4,10/12/2018 17:32:26,59.8,10/12/2018 17:32:26,13.74767447626868,10/12/2018 17:32:26,37.382558157277664,10/12/2018 17:32:26,22.299999237060547,10/12/2018 17:32:26,77.9000015258789,10/12/2018 17:32:26,20.5,10/12/2018 17:32:26,52.5,10/12/2018 17:32:26
21.1,10/12/2018 17:32:31,57.7,10/12/2018 17:32:31,13.83218396943191,10/12/2018 17:32:31,37.61609198033125,10/12/2018 17:32:31,22.299999237060547,10/12/2018 17:32:31,77.9000015258789,10/12/2018 17:32:31,20.5,10/12/2018 17:32:31,52.5,10/12/2018 17:32:31
21.4,10/12/2018 17:34:19,64.2,10/12/2018 17:34:19,0.24318181384693494,10/12/2018 17:34:19,0.7295454198663885,10/12/2018 17:34:19,21.399999618530273,10/12/2018 17:34:19,64.19999694824219,10/12/2018 17:34:19,21.399999618530273,10/12/2018 17:34:19,64.19999694824219,10/12/2018 17:34:19
21.4,10/12/2018 17:34:25,64.0,10/12/2018 17:34:25,0.480898867832141,10/12/2018 17:34:25,1.4404494039128335,10/12/2018 17:34:25,21.399999618530273,10/12/2018 17:34:25,64.19999694824219,10/12/2018 17:34:25,21.399999618530273,10/12/2018 17:34:25,64.0,10/12/2018 17:34:25
21.2,10/12/2018 17:34:30,59.1,10/12/2018 17:34:30,0.7111111111111111,10/12/2018 17:34:30,2.081111060248481,10/12/2018 17:34:30,21.399999618530273,10/12/2018 17:34:30,64.19999694824219,10/12/2018 17:34:30,21.200000762939453,10/12/2018 17:34:30,59.099998474121094,10/12/2018 17:34:30
21.5,10/12/2018 17:34:36,56.7,10/12/2018 17:34:36,0.9395604395604396,10/12/2018 17:34:36,2.6813186393989312,10/12/2018 17:34:36,21.5,10/12/2018 17:34:36,64.19999694824219,10/12/2018 17:34:36,21.200000762939453,10/12/2018 17:34:36,56.70000076293945,10/12/2018 17:34:36
21.3,10/12/2018 17:34:40,58.3,10/12/2018 17:34:40,1.160869556924571,10/12/2018 17:34:40,3.2858695154604702,10/12/2018 17:34:40,21.5,10/12/2018 17:34:40,64.19999694824219,10/12/2018 17:34:40,21.200000762939453,10/12/2018 17:34:40,56.70000076293945,10/12/2018 17:34:40
21.4,10/12/2018 17:34:46,57.0,10/12/2018 17:34:46,1.3784946113504388,10/12/2018 17:34:46,3.8634408109931537,10/12/2018 17:34:46,21.5,10/12/2018 17:34:46,64.19999694824219,10/12/2018 17:34:46,21.200000762939453,10/12/2018 17:34:46,56.70000076293945,10/12/2018 17:34:46
21.4,10/12/2018 17:36:01,58.4,10/12/2018 17:36:01,0.0,10/12/2018 17:36:01,0.0,10/12/2018 17:36:01,21.399999618530273,10/12/2018 17:36:01,58.400001525878906,10/12/2018 17:36:01,21.399999618530273,10/12/2018 17:36:01,58.400001525878906,10/12/2018 17:36:01
21.4,10/12/2018 17:36:07,74.6,10/12/2018 17:36:07,0.0,10/12/2018 17:36:07,0.0,10/12/2018 17:36:07,21.399999618530273,10/12/2018 17:36:07,74.5999984741211,10/12/2018 17:36:07,21.399999618530273,10/12/2018 17:36:07,58.400001525878906,10/12/2018 17:36:07
21.3,10/12/2018 17:36:13,64.7,10/12/2018 17:36:13,0.0,10/12/2018 17:36:13,0.0,10/12/2018 17:36:13,21.399999618530273,10/12/2018 17:36:13,74.5999984741211,10/12/2018 17:36:13,21.299999237060547,10/12/2018 17:36:13,58.400001525878906,10/12/2018 17:36:13
21.4,10/12/2018 17:36:17,63.4,10/12/2018 17:36:17,0.0,10/12/2018 17:36:17,0.0,10/12/2018 17:36:17,21.399999618530273,10/12/2018 17:36:17,74.5999984741211,10/12/2018 17:36:17,21.299999237060547,10/12/2018 17:36:17,58.400001525878906,10/12/2018 17:36:17
21.4,10/12/2018 17:36:22,64.9,10/12/2018 17:36:22,0.0,10/12/2018 17:36:22,0.0,10/12/2018 17:36:22,21.399999618530273,10/12/2018 17:36:22,74.5999984741211,10/12/2018 17:36:22,21.299999237060547,10/12/2018 17:36:22,58.400001525878906,10/12/2018 17:36:22
21.3,10/12/2018 17:36:27,63.9,10/12/2018 17:36:27,0.0,10/12/2018 17:36:27,0.0,10/12/2018 17:36:27,21.399999618530273,10/12/2018 17:36:27,74.5999984741211,10/12/2018 17:36:27,21.299999237060547,10/12/2018 17:36:27,58.400001525878906,10/12/2018 17:36:27
21.2,10/12/2018 17:36:32,59.7,10/12/2018 17:36:32,0.0,10/12/2018 17:36:32,0.0,10/12/2018 17:36:32,21.399999618530273,10/12/2018 17:36:32,74.5999984741211,10/12/2018 17:36:32,21.200000762939453,10/12/2018 17:36:32,58.400001525878906,10/12/2018 17:36:32
21.6,10/12/2018 17:36:38,57.7,10/12/2018 17:36:38,0.0,10/12/2018 17:36:38,0.0,10/12/2018 17:36:38,21.600000381469727,10/12/2018 17:36:38,74.5999984741211,10/12/2018 17:36:38,21.200000762939453,10/12/2018 17:36:38,57.70000076293945,10/12/2018 17:36:38
21.5,10/12/2018 17:36:43,56.4,10/12/2018 17:36:43,0.0,10/12/2018 17:36:43,0.0,10/12/2018 17:36:43,21.600000381469727,10/12/2018 17:36:43,74.5999984741211,10/12/2018 17:36:43,21.200000762939453,10/12/2018 17:36:43,56.400001525878906,10/12/2018 17:36:43
21.1,10/12/2018 17:36:47,56.6,10/12/2018 17:36:47,0.0,10/12/2018 17:36:47,0.0,10/12/2018 17:36:47,21.600000381469727,10/12/2018 17:36:47,74.5999984741211,10/12/2018 17:36:47,21.100000381469727,10/12/2018 17:36:47,56.400001525878906,10/12/2018 17:36:47
21.2,10/12/2018 17:36:52,58.8,10/12/2018 17:36:52,0.0,10/12/2018 17:36:52,0.0,10/12/2018 17:36:52,21.600000381469727,10/12/2018 17:36:52,74.5999984741211,10/12/2018 17:36:52,21.100000381469727,10/12/2018 17:36:52,56.400001525878906,10/12/2018 17:36:52
21.2,10/12/2018 17:36:57,56.4,10/12/2018 17:36:57,0.0,10/12/2018 17:36:57,0.0,10/12/2018 17:36:57,21.600000381469727,10/12/2018 17:36:57,74.5999984741211,10/12/2018 17:36:57,21.100000381469727,10/12/2018 17:36:57,56.400001525878906,10/12/2018 17:36:57
21.2,10/12/2018 17:37:02,58.5,10/12/2018 17:37:02,0.0,10/12/2018 17:37:02,0.0,10/12/2018 17:37:02,21.600000381469727,10/12/2018 17:37:02,74.5999984741211,10/12/2018 17:37:02,21.100000381469727,10/12/2018 17:37:02,56.400001525878906,10/12/2018 17:37:02
21.4,10/12/2018 17:37:08,55.9,10/12/2018 17:37:08,0.0,10/12/2018 17:37:08,0.0,10/12/2018 17:37:08,21.600000381469727,10/12/2018 17:37:08,74.5999984741211,10/12/2018 17:37:08,21.100000381469727,10/12/2018 17:37:08,55.900001525878906,10/12/2018 17:37:08
21.3,10/12/2018 17:37:12,54.0,10/12/2018 17:37:12,0.0,10/12/2018 17:37:12,0.0,10/12/2018 17:37:12,21.600000381469727,10/12/2018 17:37:12,74.5999984741211,10/12/2018 17:37:12,21.100000381469727,10/12/2018 17:37:12,54.0,10/12/2018 17:37:12
21.3,10/12/2018 17:37:18,55.7,10/12/2018 17:37:18,0.0,10/12/2018 17:37:18,0.0,10/12/2018 17:37:18,21.600000381469727,10/12/2018 17:37:18,74.5999984741211,10/12/2018 17:37:18,21.100000381469727,10/12/2018 17:37:18,54.0,10/12/2018 17:37:18
21.3,10/12/2018 17:37:22,54.2,10/12/2018 17:37:22,0.0,10/12/2018 17:37:22,0.0,10/12/2018 17:37:22,21.600000381469727,10/12/2018 17:37:22,74.5999984741211,10/12/2018 17:37:22,21.100000381469727,10/12/2018 17:37:22,54.0,10/12/2018 17:37:22
21.6,10/12/2018 17:37:28,52.5,10/12/2018 17:37:28,0.0,10/12/2018 17:37:28,0.0,10/12/2018 17:37:28,21.600000381469727,10/12/2018 17:37:28,74.5999984741211,10/12/2018 17:37:28,21.100000381469727,10/12/2018 17:37:28,52.5,10/12/2018 17:37:28
21.1,10/12/2018 17:37:32,57.6,10/12/2018 17:37:32,0.0,10/12/2018 17:37:32,0.0,10/12/2018 17:37:32,21.600000381469727,10/12/2018 17:37:32,74.5999984741211,10/12/2018 17:37:32,21.100000381469727,10/12/2018 17:37:32,52.5,10/12/2018 17:37:32
21.3,10/12/2018 17:37:40,54.9,10/12/2018 17:37:40,0.0,10/12/2018 17:37:40,0.0,10/12/2018 17:37:40,21.600000381469727,10/12/2018 17:37:40,74.5999984741211,10/12/2018 17:37:40,21.100000381469727,10/12/2018 17:37:40,52.5,10/12/2018 17:37:40
21.3,10/12/2018 17:37:42,55.7,10/12/2018 17:37:42,0.0,10/12/2018 17:37:42,0.0,10/12/2018 17:37:42,21.600000381469727,10/12/2018 17:37:42,74.5999984741211,10/12/2018 17:37:42,21.100000381469727,10/12/2018 17:37:42,52.5,10/12/2018 17:37:42
21.6,10/12/2018 17:37:47,56.1,10/12/2018 17:37:47,0.0,10/12/2018 17:37:47,0.0,10/12/2018 17:37:47,21.600000381469727,10/12/2018 17:37:47,74.5999984741211,10/12/2018 17:37:47,21.100000381469727,10/12/2018 17:37:47,52.5,10/12/2018 17:37:47
21.8,10/12/2018 17:37:52,55.5,10/12/2018 17:37:52,0.0,10/12/2018 17:37:52,0.0,10/12/2018 17:37:52,21.799999237060547,10/12/2018 17:37:52,74.5999984741211,10/12/2018 17:37:52,21.100000381469727,10/12/2018 17:37:52,52.5,10/12/2018 17:37:52
21.4,10/12/2018 17:37:57,56.2,10/12/2018 17:37:57,0.0,10/12/2018 17:37:57,0.0,10/12/2018 17:37:57,21.799999237060547,10/12/2018 17:37:57,74.5999984741211,10/12/2018 17:37:57,21.100000381469727,10/12/2018 17:37:57,52.5,10/12/2018 17:37:57
21.2,10/12/2018 17:38:02,56.3,10/12/2018 17:38:02,0.0,10/12/2018 17:38:02,0.0,10/12/2018 17:38:02,21.799999237060547,10/12/2018 17:38:02,74.5999984741211,10/12/2018 17:38:02,21.100000381469727,10/12/2018 17:38:02,52.5,10/12/2018 17:38:02
21.0,10/12/2018 17:38:07,54.1,10/12/2018 17:38:07,0.0,10/12/2018 17:38:07,0.0,10/12/2018 17:38:07,21.799999237060547,10/12/2018 17:38:07,74.5999984741211,10/12/2018 17:38:07,21.0,10/12/2018 17:38:07,52.5,10/12/2018 17:38:07
21.7,10/12/2018 17:38:13,56.8,10/12/2018 17:38:13,0.0,10/12/2018 17:38:13,0.0,10/12/2018 17:38:13,21.799999237060547,10/12/2018 17:38:13,74.5999984741211,10/12/2018 17:38:13,21.0,10/12/2018 17:38:13,52.5,10/12/2018 17:38:13
21.5,10/12/2018 17:38:17,56.6,10/12/2018 17:38:17,0.0,10/12/2018 17:38:17,0.0,10/12/2018 17:38:17,21.799999237060547,10/12/2018 17:38:17,74.5999984741211,10/12/2018 17:38:17,21.0,10/12/2018 17:38:17,52.5,10/12/2018 17:38:17
21.1,10/12/2018 17:38:22,57.3,10/12/2018 17:38:22,0.0,10/12/2018 17:38:22,0.0,10/12/2018 17:38:22,21.799999237060547,10/12/2018 17:38:22,74.5999984741211,10/12/2018 17:38:22,21.0,10/12/2018 17:38:22,52.5,10/12/2018 17:38:22
21.4,10/12/2018 17:38:27,59.3,10/12/2018 17:38:27,0.0,10/12/2018 17:38:27,0.0,10/12/2018 17:38:27,21.799999237060547,10/12/2018 17:38:27,74.5999984741211,10/12/2018 17:38:27,21.0,10/12/2018 17:38:27,52.5,10/12/2018 17:38:27
21.8,10/12/2018 17:38:32,57.4,10/12/2018 17:38:32,0.0,10/12/2018 17:38:32,0.0,10/12/2018 17:38:32,21.799999237060547,10/12/2018 17:38:32,74.5999984741211,10/12/2018 17:38:32,21.0,10/12/2018 17:38:32,52.5,10/12/2018 17:38:32
21.6,10/12/2018 17:38:41,55.8,10/12/2018 17:38:41,0.0,10/12/2018 17:38:41,0.0,10/12/2018 17:38:41,21.799999237060547,10/12/2018 17:38:41,74.5999984741211,10/12/2018 17:38:41,21.0,10/12/2018 17:38:41,52.5,10/12/2018 17:38:41
21.7,10/12/2018 17:38:42,57.9,10/12/2018 17:38:42,0.0,10/12/2018 17:38:42,0.0,10/12/2018 17:38:42,21.799999237060547,10/12/2018 17:38:42,74.5999984741211,10/12/2018 17:38:42,21.0,10/12/2018 17:38:42,52.5,10/12/2018 17:38:42
21.5,10/12/2018 17:38:48,55.2,10/12/2018 17:38:48,0.0,10/12/2018 17:38:48,0.0,10/12/2018 17:38:48,21.799999237060547,10/12/2018 17:38:48,74.5999984741211,10/12/2018 17:38:48,21.0,10/12/2018 17:38:48,52.5,10/12/2018 17:38:48
21.5,10/12/2018 17:38:53,54.6,10/12/2018 17:38:53,0.0,10/12/2018 17:38:53,0.0,10/12/2018 17:38:53,21.799999237060547,10/12/2018 17:38:53,74.5999984741211,10/12/2018 17:38:53,21.0,10/12/2018 17:38:53,52.5,10/12/2018 17:38:53
21.3,10/12/2018 17:38:57,57.5,10/12/2018 17:38:57,0.0,10/12/2018 17:38:57,0.0,10/12/2018 17:38:57,21.799999237060547,10/12/2018 17:38:57,74.5999984741211,10/12/2018 17:38:57,21.0,10/12/2018 17:38:57,52.5,10/12/2018 17:38:57
21.5,10/12/2018 17:39:03,55.4,10/12/2018 17:39:03,0.0,10/12/2018 17:39:03,0.0,10/12/2018 17:39:03,21.799999237060547,10/12/2018 17:39:03,74.5999984741211,10/12/2018 17:39:03,21.0,10/12/2018 17:39:03,52.5,10/12/2018 17:39:03
21.4,10/12/2018 17:39:08,52.6,10/12/2018 17:39:08,0.0,10/12/2018 17:39:08,0.0,10/12/2018 17:39:08,21.799999237060547,10/12/2018 17:39:08,74.5999984741211,10/12/2018 17:39:08,21.0,10/12/2018 17:39:08,52.5,10/12/2018 17:39:08
21.5,10/12/2018 17:39:12,56.2,10/12/2018 17:39:12,0.0,10/12/2018 17:39:12,0.0,10/12/2018 17:39:12,21.799999237060547,10/12/2018 17:39:12,74.5999984741211,10/12/2018 17:39:12,21.0,10/12/2018 17:39:12,52.5,10/12/2018 17:39:12
21.3,10/12/2018 17:39:20,54.8,10/12/2018 17:39:20,0.0,10/12/2018 17:39:20,0.0,10/12/2018 17:39:20,21.799999237060547,10/12/2018 17:39:20,74.5999984741211,10/12/2018 17:39:20,21.0,10/12/2018 17:39:20,52.5,10/12/2018 17:39:20
21.6,10/12/2018 17:39:22,57.6,10/12/2018 17:39:22,0.0,10/12/2018 17:39:22,0.0,10/12/2018 17:39:22,21.799999237060547,10/12/2018 17:39:22,74.5999984741211,10/12/2018 17:39:22,21.0,10/12/2018 17:39:22,52.5,10/12/2018 17:39:22
21.2,10/12/2018 17:39:27,57.3,10/12/2018 17:39:27,0.0,10/12/2018 17:39:27,0.0,10/12/2018 17:39:27,21.799999237060547,10/12/2018 17:39:27,74.5999984741211,10/12/2018 17:39:27,21.0,10/12/2018 17:39:27,52.5,10/12/2018 17:39:27
21.7,10/12/2018 17:39:35,57.4,10/12/2018 17:39:35,0.0,10/12/2018 17:39:35,0.0,10/12/2018 17:39:35,21.799999237060547,10/12/2018 17:39:35,74.5999984741211,10/12/2018 17:39:35,21.0,10/12/2018 17:39:35,52.5,10/12/2018 17:39:35
21.7,10/12/2018 17:39:37,57.0,10/12/2018 17:39:37,0.0,10/12/2018 17:39:37,0.0,10/12/2018 17:39:37,21.799999237060547,10/12/2018 17:39:37,74.5999984741211,10/12/2018 17:39:37,21.0,10/12/2018 17:39:37,52.5,10/12/2018 17:39:37
21.7,10/12/2018 17:39:42,57.1,10/12/2018 17:39:42,0.0,10/12/2018 17:39:42,0.0,10/12/2018 17:39:42,21.799999237060547,10/12/2018 17:39:42,74.5999984741211,10/12/2018 17:39:42,21.0,10/12/2018 17:39:42,52.5,10/12/2018 17:39:42
21.4,10/12/2018 17:39:47,56.6,10/12/2018 17:39:47,0.0,10/12/2018 17:39:47,0.0,10/12/2018 17:39:47,21.799999237060547,10/12/2018 17:39:47,74.5999984741211,10/12/2018 17:39:47,21.0,10/12/2018 17:39:47,52.5,10/12/2018 17:39:47
21.6,10/12/2018 17:39:52,56.4,10/12/2018 17:39:52,0.0,10/12/2018 17:39:52,0.0,10/12/2018 17:39:52,21.799999237060547,10/12/2018 17:39:52,74.5999984741211,10/12/2018 17:39:52,21.0,10/12/2018 17:39:52,52.5,10/12/2018 17:39:52
21.7,10/12/2018 17:39:57,57.3,10/12/2018 17:39:57,0.0,10/12/2018 17:39:57,0.0,10/12/2018 17:39:57,21.799999237060547,10/12/2018 17:39:57,74.5999984741211,10/12/2018 17:39:57,21.0,10/12/2018 17:39:57,52.5,10/12/2018 17:39:57
21.4,10/12/2018 17:40:02,58.4,10/12/2018 17:40:02,0.0,10/12/2018 17:40:02,0.0,10/12/2018 17:40:02,21.799999237060547,10/12/2018 17:40:02,74.5999984741211,10/12/2018 17:40:02,21.0,10/12/2018 17:40:02,52.5,10/12/2018 17:40:02
21.6,10/12/2018 17:40:07,57.5,10/12/2018 17:40:07,0.0,10/12/2018 17:40:07,0.0,10/12/2018 17:40:07,21.799999237060547,10/12/2018 17:40:07,74.5999984741211,10/12/2018 17:40:07,21.0,10/12/2018 17:40:07,52.5,10/12/2018 17:40:07
20.9,10/12/2018 17:40:12,55.2,10/12/2018 17:40:12,0.0,10/12/2018 17:40:12,0.0,10/12/2018 17:40:12,21.799999237060547,10/12/2018 17:40:12,74.5999984741211,10/12/2018 17:40:12,20.899999618530273,10/12/2018 17:40:12,52.5,10/12/2018 17:40:12
21.0,10/12/2018 17:40:18,56.4,10/12/2018 17:40:18,0.0,10/12/2018 17:40:18,0.0,10/12/2018 17:40:18,21.799999237060547,10/12/2018 17:40:18,74.5999984741211,10/12/2018 17:40:18,20.899999618530273,10/12/2018 17:40:18,52.5,10/12/2018 17:40:18
21.7,10/12/2018 17:40:22,56.9,10/12/2018 17:40:22,0.0,10/12/2018 17:40:22,0.0,10/12/2018 17:40:22,21.799999237060547,10/12/2018 17:40:22,74.5999984741211,10/12/2018 17:40:22,20.899999618530273,10/12/2018 17:40:22,52.5,10/12/2018 17:40:22
21.5,10/12/2018 17:40:30,55.2,10/12/2018 17:40:30,0.0,10/12/2018 17:40:30,0.0,10/12/2018 17:40:30,21.799999237060547,10/12/2018 17:40:30,74.5999984741211,10/12/2018 17:40:30,20.899999618530273,10/12/2018 17:40:30,52.5,10/12/2018 17:40:30
21.6,10/12/2018 17:40:32,56.6,10/12/2018 17:40:32,0.0,10/12/2018 17:40:32,0.0,10/12/2018 17:40:32,21.799999237060547,10/12/2018 17:40:32,74.5999984741211,10/12/2018 17:40:32,20.899999618530273,10/12/2018 17:40:32,52.5,10/12/2018 17:40:32
